party,state,pc_name,candidate,Sum of total_votes,Sum of total_electors
IND,Rajasthan,Jhunjhunu,BALDEV PRASAD SAINI,728,1937882
IND,Rajasthan,Jhunjhunu,BHIM SINGH,1238,1937882
IND,Rajasthan,Jhunjhunu,GURU GOKUL CHAND RASHTRAWADI,502,1937882
IND,Rajasthan,Jhunjhunu,KAILASH KARWASARA,678,1937882
IND,Rajasthan,Jhunjhunu,KONDA PRAVEEN KUMAR,1178,1697470
IND,Rajasthan,Jhunjhunu,MAHANT AKASH GIRI,617,1937882
IND,Rajasthan,Jhunjhunu,MOHD. YUNUS,1438,1937882
IND,Rajasthan,Jhunjhunu,RAJBALA,11740,1697470
IND,Rajasthan,Jhunjhunu,RAJKUMAR,206288,1697470
IND,Rajasthan,Jhunjhunu,RAMESH PRASAD,2932,1697470
IND,Rajasthan,Jhunjhunu,SHARWAN KUMAR S/O HUKMA RAM,5582,1937882
IND,Rajasthan,Jodhpur,Anil Joya Meghwal,1327,1956755
IND,Rajasthan,Jodhpur,ANIMESH MAL,1041,1727791
IND,Rajasthan,Jodhpur,Chand Mohammad,901,1956755
IND,Rajasthan,Jodhpur,JAYARAM DUGGANI,718,1727791
IND,Rajasthan,Jodhpur,JETHARAM MEGHWAL,831,1727791
IND,Rajasthan,Jodhpur,Moda Ram Meghwal,1519,1956755
IND,Rajasthan,Jodhpur,NAJEERA BEGAM,2631,1727791
IND,Rajasthan,Jodhpur,RAM BAHADUR SUNAR,4855,1727791
IND,Rajasthan,Jodhpur,RAM DAYAL PRAJAPAT,2321,1727791
IND,Rajasthan,Jodhpur,Shambhu Ram,3052,1956755
IND,Rajasthan,Jodhpur,SOHAN RAY,3764,1727791
IND,Rajasthan,Jodhpur,Tasleem,933,1956755
IND,Rajasthan,Jodhpur,Vishek Vishnoi,4521,1956755
IND,Rajasthan,KARAULI-DHOLPUR,ASHOK KUMAR,1385,1549468
IND,Rajasthan,KARAULI-DHOLPUR,KUMAR,3376,1549468
IND,Rajasthan,KARAULI-DHOLPUR,LAXMIKANTA MAHATA,4767,1549468
IND,Rajasthan,KARAULI-DHOLPUR,SAVITRI BAI PHULE,3014,1549468
IND,Rajasthan,Kota,ABDUL ASIPH,1251,1948010
IND,Rajasthan,Kota,AHMED ALI KHAN,1713,1744539
IND,Rajasthan,Kota,ENGINEER PRAVEEN KHANDELWAL,4097,1948010
IND,Rajasthan,Kota,HERGOVIND MEENA,4511,1948010
IND,Rajasthan,Kota,KESHARI LAL,1678,1948010
IND,Rajasthan,Kota,MAHENDRA KUMAR,2307,1744539
IND,Rajasthan,Kota,MANOJ SHARMA,5091,1744539
IND,Rajasthan,Kota,MOHAN,4822,1744539
IND,Rajasthan,Kota,SATISH BHARDWAJ,2464,1948010
IND,Rajasthan,Kota,SUNIL MADAN,3036,1948010
IND,Rajasthan,Kota,TEJPAL SINGH RAWAT,1825,1744539
IND,Rajasthan,Nagaur,C.A. RASTRA PUTRA HINDU,1543,1933169
IND,Rajasthan,Nagaur,CHHOTURAM,15234,1678660
IND,Rajasthan,Nagaur,DHARMENDRA,1272,1933169
IND,Rajasthan,Nagaur,DHARMI CHAND,3168,1933169
IND,Rajasthan,Nagaur,HANUMAN BENIWAL,159980,1678660
IND,Rajasthan,Nagaur,HARIRAM SHAKYA,8658,1678660
IND,Rajasthan,Nagaur,MADANLAL,1312,1933169
IND,Rajasthan,Nagaur,MULA RAM,4332,1678660
IND,Rajasthan,Nagaur,PREM RAJ,1354,1933169
IND,Rajasthan,Nagaur,RAM CHANDRA,2585,1933169
IND,Rajasthan,Nagaur,RAVINDRA SINGH SHEKHAWAT,7115,1933169
IND,Rajasthan,Nagaur,SAROJ PRAJAPAT,12785,1933169
IND,Rajasthan,Nagaur,SHIV NARAYAN,2403,1933169
IND,Rajasthan,Nagaur,SOHANARAM RATHI,10210,1933169
IND,Rajasthan,Nagaur,SUNIL,5251,1678660
IND,Rajasthan,Pali,DINESH SINGH UIKEY,2358,1902094
IND,Rajasthan,Pali,Dr. RAMLAL MOHBARSHA,5794,1902094
IND,Rajasthan,Pali,GAMPALA SOMASUNDARAM,2058,1902094
IND,Rajasthan,Pali,HEMANT KUMAR SINGHVI,5139,2161663
IND,Rajasthan,Pali,JAGDISH CHANDRA,2337,2161663
IND,Rajasthan,Pali,KANHAIYALAL PAREEK,1890,1902094
IND,Rajasthan,Pali,OM PRAKASH PAL,3306,1902094
IND,Rajasthan,Pali,UDAY SINGH ALIAS PAPPU SINGH,5198,1902094
IND,Rajasthan,Rajsamand,AJAY CHAUDHARY,12479,1701194
IND,Rajasthan,Rajsamand,Bhanwar Lal Kumawat,2438,1912911
IND,Rajasthan,Rajsamand,Bhanwer Lal Mali,5923,1912911
IND,Rajasthan,Rajsamand,BIREN SINGH ENGTI,10160,1701194
IND,Rajasthan,Rajsamand,Jitendra Kumar Khatik,1549,1912911
IND,Rajasthan,Rajsamand,KHIMARAM SALVI,2559,1701194
IND,Rajasthan,Rajsamand,Neeru Ram Kapri,1550,1912911
IND,Rajasthan,Rajsamand,PARMINDER SINGH HEERA KHALRA,5186,1701194
IND,Rajasthan,Rajsamand,Rakesh Samdolav,10339,1912911
IND,Rajasthan,Rajsamand,RATTAN LAL,6418,1701194
IND,Rajasthan,Sikar,AJAY PAL,7036,1769882
IND,Rajasthan,Sikar,Ajaypal,3355,2041612
IND,Rajasthan,Sikar,Ankur Sharma,805,2041612
IND,Rajasthan,Sikar,Bansilal Kataria,1462,2041612
IND,Rajasthan,Sikar,Bhagirath Singh Kharrte Bhadhadar,8034,2041612
IND,Rajasthan,Sikar,Bhagwan Sahay,3555,2041612
IND,Rajasthan,Sikar,KUMAR,3633,1769882
IND,Rajasthan,Sikar,PRATAP SINGH,10666,1769882
IND,Rajasthan,Sikar,PURAN CHAND,4375,1769882
IND,Rajasthan,Sikar,RATTAN LAL,2169,1769882
IND,Rajasthan,Sikar,SUBHASH,188841,1769882
IND,Rajasthan,Sikar,Vikas Kumar,2319,2041612
IND,Rajasthan,TONK-SAWAI MADHOPUR,ATAM PARKASH,6186,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,BABULAL,7204,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,CHANDAN DAS,6523,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,HORI LAL,1925,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,KINJARAPU RAM MOHAN NAIDU,2153,3421550
IND,Rajasthan,TONK-SAWAI MADHOPUR,KUMAR,1726,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,MAKKHAN,10523,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,NARAMALLI SIVA PRASAD,3127,1710775
IND,Rajasthan,TONK-SAWAI MADHOPUR,Prem Lata Banshiwal,4795,1945992
IND,Rajasthan,TONK-SAWAI MADHOPUR,SUNITA,1616,1710775
IND,Sikkim,Sikkim,MAHENDRA THAPA,597,434128
IND,Sikkim,Sikkim,PASSANG GYALI SHERPA,2003,434128
IND,Tamil Nadu,Arakkonam,ADV. FEROZ A. SHAIKH,804,1401813
IND,Tamil Nadu,Arakkonam,B. GANESAN,925,1500016
IND,Tamil Nadu,Arakkonam,B. S. MALLIKARJUNAIAH,6570,1401813
IND,Tamil Nadu,Arakkonam,C. MOORTHY,3499,1500016
IND,Tamil Nadu,Arakkonam,CHINA NAGESWARA RAO SADHU,484,1401813
IND,Tamil Nadu,Arakkonam,D. K. KONKATE KEROOR,1556,1401813
IND,Tamil Nadu,Arakkonam,D. P. JAMAL BASHA.,920,1401813
IND,Tamil Nadu,Arakkonam,DR. G. TONSANA SHARMA,1955,1401813
IND,Tamil Nadu,Arakkonam,Dr.T.M.S.SADHU MUTHU KRISHNAN ERAJENDRAN,1186,1500016
IND,Tamil Nadu,Arakkonam,"ELANGO, S.",1435,2803626
IND,Tamil Nadu,Arakkonam,G. MOORTHY,1616,1500016
IND,Tamil Nadu,Arakkonam,G. V. N. BASAVA RAO,610,1401813
IND,Tamil Nadu,Arakkonam,M. NATARAJAN,1214,1500016
IND,Tamil Nadu,Arakkonam,M. PARTHIBAN,3313,1500016
IND,Tamil Nadu,Arakkonam,M.S. KRISHNAN,1322,1500016
IND,Tamil Nadu,Arakkonam,MOULAPPA. A. MALGE,1023,1401813
IND,Tamil Nadu,Arakkonam,N.G. PARTHIBAN,66826,1500016
IND,Tamil Nadu,Arakkonam,P.S. SURESH,1062,1500016
IND,Tamil Nadu,Arakkonam,PANCHU.UDAYAKUMAR,6864,2901829
IND,Tamil Nadu,Arakkonam,R. ELAMVAZHUDHI,862,1500016
IND,Tamil Nadu,Arakkonam,R. RAMESH,803,1500016
IND,Tamil Nadu,Arakkonam,Rameshbhai P. Baraiya (Pati),1975,2803626
IND,Tamil Nadu,Arakkonam,RAVI,2669,2803626
IND,Tamil Nadu,Arakkonam,S. A. INDUMATHI,2057,2803626
IND,Tamil Nadu,Arakkonam,S. SHETTU,1637,2901829
IND,Tamil Nadu,Arakkonam,"SRIDHAR, R.S",723,1401813
IND,Tamil Nadu,Arakkonam,V. SIVA RAMA KRISHNA,783,1401813
IND,Tamil Nadu,Arakkonam,VELU R,747,1401813
IND,Tamil Nadu,Arani,A. MANIKANDAN,1952,1369668
IND,Tamil Nadu,Arani,A.K. MOORTHY,10263,1369668
IND,Tamil Nadu,Arani,A.MAHADEVAN,1309,1369668
IND,Tamil Nadu,Arani,ELUMALAI K,903,1449150
IND,Tamil Nadu,Arani,ELUMALAI S,641,1449150
IND,Tamil Nadu,Arani,ELUMALAI V,1756,2739336
IND,Tamil Nadu,Arani,G. MOORTHY,8059,1369668
IND,Tamil Nadu,Arani,K.P.MUNUSAMY,2598,1369668
IND,Tamil Nadu,Arani,KOTHANDAPANI B,967,1449150
IND,Tamil Nadu,Arani,KUMAR,798,1369668
IND,Tamil Nadu,Arani,M.DURAIRAJ,910,1369668
IND,Tamil Nadu,Arani,P. LOGANATHAN,4331,1369668
IND,Tamil Nadu,Arani,PERUMAL M,4912,1449150
IND,Tamil Nadu,Arani,R.SARASWATHI,668,1369668
IND,Tamil Nadu,Arani,RAMAMURTHY C,1760,1449150
IND,Tamil Nadu,Arani,RAMAMURTHY S,3614,1449150
IND,Tamil Nadu,Arani,S.SENTHILNATHAN,1746,1369668
IND,Tamil Nadu,Arani,SENJERAJA K N K,2940,1449150
IND,Tamil Nadu,Arani,SENTHAMIZHAN G,46383,1449150
IND,Tamil Nadu,Arani,SREE NIVASAN RAMAMOORTHY,1760,1369668
IND,Tamil Nadu,Chennai central,B. GEETHA,390,1328038
IND,Tamil Nadu,Chennai central,CHANDRANATHAN. S.,929,1332300
IND,Tamil Nadu,Chennai central,D. P. JAMAL BASHA.,970,2656076
IND,Tamil Nadu,Chennai central,DINAKARAN. G.,325,1332300
IND,Tamil Nadu,Chennai central,Dr. GUNASEKAR. N,1229,1332300
IND,Tamil Nadu,Chennai central,GANESH,390,1328038
IND,Tamil Nadu,Chennai central,GEDDAM DAVID NELSON BABU,261,1328038
IND,Tamil Nadu,Chennai central,GOVINDARAJ. L.,1184,1332300
IND,Tamil Nadu,Chennai central,KUPPUSAMY. K.,1770,1332300
IND,Tamil Nadu,Chennai central,M. NAGANNA,2019,1328038
IND,Tamil Nadu,Chennai central,M.PRABHAKARAN,336,1328038
IND,Tamil Nadu,Chennai central,MADHANAGOPAL. T,235,1332300
IND,Tamil Nadu,Chennai central,MOHAN,324,1328038
IND,Tamil Nadu,Chennai central,NASAR. K.,360,1332300
IND,Tamil Nadu,Chennai central,"P. SREEMATHI, W/o RAVEENDRAN",369,1328038
IND,Tamil Nadu,Chennai central,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),697,1328038
IND,Tamil Nadu,Chennai central,PRABAKARAN. K.M.,334,1332300
IND,Tamil Nadu,Chennai central,PRABHAKARAN. N.,377,1332300
IND,Tamil Nadu,Chennai central,PUSHPARAJ. J. L.,216,1332300
IND,Tamil Nadu,Chennai central,RADHAKRISHNAN. V.,504,1332300
IND,Tamil Nadu,Chennai central,RAGHAVAN. M.,322,1332300
IND,Tamil Nadu,Chennai central,RAJ RAMCHAND,497,1332300
IND,Tamil Nadu,Chennai central,RAMESH,259,1328038
IND,Tamil Nadu,Chennai central,RAVI,973,1328038
IND,Tamil Nadu,Chennai central,RAVICHANDRAN. M,197,1332300
IND,Tamil Nadu,Chennai central,SAM PAUL,1444,1332300
IND,Tamil Nadu,Chennai central,SAMUEL PAUL,1234,1332300
IND,Tamil Nadu,Chennai central,TAMILARASAN. V.V.,511,1332300
IND,Tamil Nadu,Chennai central,VAITHIYANATHAN. R,356,1332300
IND,Tamil Nadu,Chennai North,A.G.DAMODHARAN,763,1487681
IND,Tamil Nadu,Chennai North,ANBAZHAGAN .G,208,1422392
IND,Tamil Nadu,Chennai North,ASHUTOSH S KAMBALE,206,1422392
IND,Tamil Nadu,Chennai North,BALAJI. G,311,1422392
IND,Tamil Nadu,Chennai North,C A SHUKLA,469,1422392
IND,Tamil Nadu,Chennai North,C.DHANRAJ,1116,1487681
IND,Tamil Nadu,Chennai North,DEEPAK,475,1422392
IND,Tamil Nadu,Chennai North,Dr. RAMESH BABU. V.M.,297,1422392
IND,Tamil Nadu,Chennai North,"Er.PRADEEP GANESAN, M.P.",475,1422392
IND,Tamil Nadu,Chennai North,G S RAJU,712,1422392
IND,Tamil Nadu,Chennai North,G Sanjeeva Kumar,1256,2844784
IND,Tamil Nadu,Chennai North,G.SRINIVASAN,1677,1487681
IND,Tamil Nadu,Chennai North,J.DHARANIDHARAN,402,1487681
IND,Tamil Nadu,Chennai North,L RANGAPPA (RTD.DDPI),1198,1422392
IND,Tamil Nadu,Chennai North,L.RAJ,533,1487681
IND,Tamil Nadu,Chennai North,M V V SATYANARAYANA,1494,1422392
IND,Tamil Nadu,Chennai North,MAHENDRA,343,1422392
IND,Tamil Nadu,Chennai North,MARIRAJ. T.R,559,1422392
IND,Tamil Nadu,Chennai North,N.SATHEESH KANNAN,847,1487681
IND,Tamil Nadu,Chennai North,P.MARIMUTHU,566,1487681
IND,Tamil Nadu,Chennai North,P.SANTHANA KRISHNAN,33277,1487681
IND,Tamil Nadu,Chennai North,POTLURI.V.PRASAD ( P V P ),985,2844784
IND,Tamil Nadu,Chennai North,PRABHAKARAN. S,457,1422392
IND,Tamil Nadu,Chennai North,R.ARULMURUGAN,615,1487681
IND,Tamil Nadu,Chennai North,RAJA. N,553,2844784
IND,Tamil Nadu,Chennai North,RAMASAMY. K,234,1422392
IND,Tamil Nadu,Chennai North,RAVI,600,1422392
IND,Tamil Nadu,Chennai North,RAVI KUMAR. T,211,1422392
IND,Tamil Nadu,Chennai North,S.GANESH,1461,1487681
IND,Tamil Nadu,Chennai North,S.PRITHVIRAJ,555,1487681
IND,Tamil Nadu,Chennai North,S.SELVARAJ,2459,1487681
IND,Tamil Nadu,Chennai North,SENTHIL KUMAR.C,472,1422392
IND,Tamil Nadu,Chennai North,SHEIK MOHAMED @ DHEHLAN BAQAVI,302,1422392
IND,Tamil Nadu,Chennai North,SRINIVASAN. V,964,1422392
IND,Tamil Nadu,Chennai North,Ullagi David Jayakumar (Dr. D J Kumar),414,1422392
IND,Tamil Nadu,Chennai North,V.SARAVANAN,1070,1487681
IND,Tamil Nadu,Chennai North,YASH PAUL,1589,1422392
IND,Tamil Nadu,Chennai South,A.RADHA KRISHNAN,373,1795776
IND,Tamil Nadu,Chennai South,A.RAVICHANDRAN,427,1973533
IND,Tamil Nadu,Chennai South,AGNI SRIRAMACHANDRAN,1444,1973533
IND,Tamil Nadu,Chennai South,ARUMUGAM .P,221,1795776
IND,Tamil Nadu,Chennai South,B. S. MALLIKARJUNAIAH,257,1795776
IND,Tamil Nadu,Chennai South,B.KARTHIKEYAN,533,1973533
IND,Tamil Nadu,Chennai South,B.RAJI,220,1973533
IND,Tamil Nadu,Chennai South,BHAVANI SHANKAR SAINI (MONU SAINI),244,1795776
IND,Tamil Nadu,Chennai South,C.ROSI,498,1973533
IND,Tamil Nadu,Chennai South,COLONEL DHARAM PAL SINGH RAGHAVA,427,1795776
IND,Tamil Nadu,Chennai South,D.HARI HARAN,219,1973533
